id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
322726,YEM-2019-2-15915-18,2019,TRUE,Clear,2,15915,14623,Forces of Hadi - STC,15915,15915,Forces of Hadi - STC,6254,6254,Forces of Hadi,7344,7344,STC,1,"""Associated Press Newswires,2019-12-05,Clashes erupt in southern Yemen after deal with separatists""",Associated Press Newswires,12/5/2019,Clashes erupt in southern Yemen after deal with separatists,Yemeni security officials,2,Zinjibār town,"advanced toward Zinjibar, the Abyan provincial capital",Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,12/5/2019,12/5/2019,0,1,0,0,1,1,1
322734,AFG-2019-2-14611-5,2019,FALSE,Clear,2,14611,13597,IS - Forces of Hadi,14611,14611,IS - Forces of Hadi,234,234,IS,6254,6254,Forces of Hadi,2,"""BBC Monitoring Middle East,2019-12-07,Senior UAE-backed officer 'shot dead' in Yemen's Aden"";""BBC Monitoring Middle East,2019-12-09,IS claims killing UAE-backed forces official in Yemen""",BBC Monitoring Middle East;BBC Monitoring Middle East,2019-12-07;2019-12-09,Senior UAE-backed officer 'shot dead' in Yemen's Aden;IS claims killing UAE-backed forces official in Yemen,"a security source, IS",1,‘Adan town,,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,12/7/2019,12/7/2019,0,1,0,0,1,1,1
322755,YEM-2019-2-15782-20,2019,TRUE,Clear,2,15782,14512,AQAP - IS,15782,15782,AQAP - IS,881,881,AQAP,234,234,IS,2,"""BBC Monitoring Middle East,2019-12-11,IS flaunts artillery course for militants in Yemen"";""Critical Threats,2019-12-10,Gulf of Aden Security Review""",BBC Monitoring Middle East;Critical Threats,2019-12-11;2019-12-10,IS flaunts artillery course for militants in Yemen;Gulf of Aden Security Review,IS,2,Al Qayfa area,Qifa area of Bayda,al-Bayḑā’ governorate,,14.535,44.8,POINT (44.8 14.535),150930,Yemen (North Yemen),678,Middle East,1,2,12/7/2019,12/9/2019,1,0,0,0,1,1,0
322757,YEM-2019-2-15782-21,2019,TRUE,Clear,2,15782,14512,AQAP - IS,15782,15782,AQAP - IS,881,881,AQAP,234,234,IS,1,"""BBC Monitoring Middle East,2019-12-11,IS flaunts artillery course for militants in Yemen""",BBC Monitoring Middle East,12/11/2019,IS flaunts artillery course for militants in Yemen,AQAP,4,al-Bayḑā’ governorate,,al-Bayḑā’ governorate,,14.34166,45.39442,POINT (45.39442 14.34166),150211,Yemen (North Yemen),678,Middle East,1,2,12/4/2019,12/9/2019,0,2,0,0,2,2,0
322760,YEM-2019-1-14609-1,2019,FALSE,Clear,1,13645,13645,Yemen (North Yemen): Islamic State,14609,14609,Government of Yemen (North Yemen) - IS,123,123,Government of Yemen (North Yemen),234,234,IS,1,"""BBC Monitoring Middle East,2019-12-17,Islamic State claims rare attack in Yemen's Ibb province""",BBC Monitoring Middle East,12/17/2019,Islamic State claims rare attack in Yemen's Ibb province,IS,1,Ibb town,al-Nadirah area of Ibb city,Ibb governorate,,13.940771,44.177343,POINT (44.177343 13.940771),149489,Yemen (North Yemen),678,Middle East,1,1,12/14/2019,12/14/2019,1,0,0,0,1,1,0
322767,YEM-2019-1-14595-119,2019,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""Agence France Presse,2019-12-29,Yemen missile strike kills five southern separatists"";""Associated Press Newswires,2019-12-29,Missile attack kills 10 at military parade in Yemen's south""",Agence France Presse;Associated Press Newswires,2019-12-29;2019-12-29,Yemen missile strike kills five southern separatists;Missile attack kills 10 at military parade in Yemen's south,security officials,1,aḑ-Ḑāli‘ town,,aḑ-Ḑāli‘ governorate,aḑ-Ḑāli‘ district,13.695723,44.73137,POINT (44.73137 13.695723),149490,Yemen (North Yemen),678,Middle East,1,1,12/29/2019,12/29/2019,0,6,4,0,10,10,5
322768,YEM-2019-2-15915-20,2019,TRUE,Clear,2,15915,14623,Forces of Hadi - STC,15915,15915,Forces of Hadi - STC,6254,6254,Forces of Hadi,7344,7344,STC,1,"""BBC Monitoring Middle East,2019-12-31,Gunmen 'shoot soldier dead' in southern Yemen""",BBC Monitoring Middle East,12/31/2019,Gunmen 'shoot soldier dead' in southern Yemen,Al-Masdar Online news website quoted a local source,1,Al Maḩfid town,,Abyan governorate,Al Maḩfid district,14.058469,46.913285,POINT (46.913285 14.058469),150214,Yemen (North Yemen),678,Middle East,1,1,12/30/2019,12/30/2019,0,0,0,0,0,1,0
322769,YEM-2019-2-15915-21,2019,TRUE,Clear,2,15915,14623,Forces of Hadi - STC,15915,15915,Forces of Hadi - STC,6254,6254,Forces of Hadi,7344,7344,STC,1,"""BBC Monitoring Middle East,2019-12-31,Gunmen 'shoot dead' Yemeni separatist commander in Abyan""",BBC Monitoring Middle East,12/31/2019,Gunmen 'shoot dead' Yemeni separatist commander in Abyan,A military source told Al-Masdar Online,1,Al Maḩfid town,,Abyan governorate,Al Maḩfid district,14.058469,46.913285,POINT (46.913285 14.058469),150214,Yemen (North Yemen),678,Middle East,1,1,12/31/2019,12/31/2019,0,0,0,0,0,1,0
322772,YEM-2019-1-14595-120,2019,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Critical Threats,2019-12-06,Gulf of Aden Security Review""",Critical Threats,12/6/2019,Gulf of Aden Security Review,Hadi government-aligned forces,6,Yemen (North Yemen),,,,15.5,47.5,POINT (47.5 15.5),152376,Yemen (North Yemen),678,Middle East,1,1,12/5/2019,12/5/2019,1,0,0,0,1,1,1
322779,YEM-2019-1-14595-121,2019,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Crtical threats,2019-12-12,Gulf of Aden Security Review""",Crtical threats,12/12/2019,Gulf of Aden Security Review,anti-al Houthi media,3,Saḩār district,Sahar district in Sa’ada governorate,Şa‘dah governorate,Saḩār district,16.885217,43.683063,POINT (43.683063 16.885217),153808,Yemen (North Yemen),678,Middle East,1,1,12/12/2019,12/12/2019,2,0,0,0,2,2,2
322780,YEM-2019-1-14595-122,2019,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Critical Threats,2019-12-13,Gulf of Aden Security Review""",Critical Threats,12/13/2019,Gulf of Aden Security Review,Saudi-led coalition backed Yemeni forces,5,al-Jawf governorate (YEM) - Najran region (SAU) border,near the Saudi border in northern Yemen’s al Jawf governorate,al-Jawf governorate,,17.2606,46.0118,POINT (46.0118 17.2606),154533,Yemen (North Yemen),678,Middle East,1,1,12/12/2019,12/12/2019,5,0,0,0,5,5,5
322852,YEM-2018-1-14595-257,2018,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Mwatana,2019-07-16,Whitering life""",Mwatana,7/16/2019,Whitering life,relative,3,‘Abs district," Bani
Hasan, Abs district, in Hajjah governorate",Ḩajjah governorate,‘Abs district,16.019109,43.048463,POINT (43.048463 16.019109),153087,Yemen (North Yemen),678,Middle East,1,1,8/22/2018,8/22/2018,0,0,4,0,4,4,4
322857,YEM-2018-1-14595-258,2018,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Mwatana,2019-07-16,Whitering life""",Mwatana,7/16/2019,Whitering life,witness,7,Off the coast of Al Khawkhah district,"near Aqban Island to the west
of Al Khawbah in Al Lihyah district of Al Hudaydah governorate",,,13.808763,43.153434,POINT (43.153434 13.808763),149487,Yemen (North Yemen),678,Middle East,1,1,8/30/2018,8/30/2018,0,0,7,0,7,7,7
322868,YEM-2018-1-14595-259,2018,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Mwatana,2019-07-16,Whitering life""",Mwatana,7/16/2019,Whitering life,witness,1,Al Ḩazm town,"Al Hazm, the capital of Al Jawf governorate",al-Jawf governorate,Al Ḩazm district,16.164056,44.776919,POINT (44.776919 16.164056),153090,Yemen (North Yemen),678,Middle East,1,1,7/15/2018,7/15/2018,0,0,5,0,5,5,5
322890,YEM-2016-1-14595-212,2016,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Mwatana,2019-03-01,“DAY OF JUDGMENT”""",Mwatana,3/1/2019,“DAY OF JUDGMENT”,Mwatana/witnesses,1,Al Ḩajāwirah village," Al Hajawrah village, Midi District, Hajjah Governorate",Ḩajjah governorate,Khayrān al Muḩarraq district,16.038458,43.379816,POINT (43.379816 16.038458),153087,Yemen (North Yemen),678,Middle East,1,1,12/12/2016,12/12/2016,0,0,15,0,15,15,15
322895,YEM-2015-1-14595-424,2015,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Mwatana,2019-03-01,“DAY OF JUDGMENT”""",Mwatana,3/1/2019,“DAY OF JUDGMENT”,Mwatana,3,Ḩaraḑ district,"Bani Haddad village, Haradh District, Hajjah Governorate",Ḩajjah governorate,Ḩaraḑ district,16.414891,43.107718,POINT (43.107718 16.414891),153087,Yemen (North Yemen),678,Middle East,1,1,8/15/2015,8/15/2015,0,0,10,0,10,10,10
322896,YEM-2016-1-14595-213,2016,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Mwatana,2019-03-01,“DAY OF JUDGMENT”""",Mwatana,3/1/2019,“DAY OF JUDGMENT”,Mwatana,3,At Ta‘izzīyah district,"Al-Miqsas village, At-Ta’iziyah District,
Taizz Governorate",Ta'izz governorate,At Ta‘izzīyah district,13.694791,44.009412,POINT (44.009412 13.694791),149489,Yemen (North Yemen),678,Middle East,1,1,2/6/2016,2/6/2016,0,0,2,0,2,2,2
322898,YEM-2015-1-14595-425,2015,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Mwatana,2019-03-01,“DAY OF JUDGMENT”""",Mwatana,3/1/2019,“DAY OF JUDGMENT”,Mwatana,3,Ḩaraḑ district,"Al-O’saila village, Haradh District, Hajjah Governorate",Ḩajjah governorate,Ḩaraḑ district,16.414891,43.107718,POINT (43.107718 16.414891),153087,Yemen (North Yemen),678,Middle East,1,1,11/12/2015,11/12/2015,0,0,2,0,2,2,2
322899,YEM-2016-1-14595-214,2016,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Mwatana,2019-03-01,“DAY OF JUDGMENT”""",Mwatana,3/1/2019,“DAY OF JUDGMENT”,Mwatana,3,Ḩaraḑ district,"Al-Sir village, Haradh District,
Hajjah Governorate",Ḩajjah governorate,Ḩaraḑ district,16.414891,43.107718,POINT (43.107718 16.414891),153087,Yemen (North Yemen),678,Middle East,1,1,2/2/2016,2/2/2016,0,0,1,0,1,1,1
322901,YEM-2016-1-14595-215,2016,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Mwatana,2019-03-01,“DAY OF JUDGMENT”""",Mwatana,3/1/2019,“DAY OF JUDGMENT”,mwatana,3,Al Khawkhah district,"an anchored fishing boat in the coastal
village of Al-Hima in Al-Khawkhah District, Hudaydah Governorate,",al-Ḩudaydah governorate,Al Khawkhah district,13.805564,43.347376,POINT (43.347376 13.805564),149487,Yemen (North Yemen),678,Middle East,1,1,10/5/2016,10/5/2016,0,0,1,0,1,1,1
322903,YEM-2015-1-14595-426,2015,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Mwatana,2019-03-01,“DAY OF JUDGMENT”""",Mwatana,3/1/2019,“DAY OF JUDGMENT”,Mwatana,1,Masnah village,"rural village
of Al-Masnah, At-Ta’iziyah District, Taizz Governorate",Ta'izz governorate,At Ta‘izzīyah district,13.65662,44.0619,POINT (44.0619 13.65662),149489,Yemen (North Yemen),678,Middle East,1,1,6/2/2015,6/2/2015,0,0,1,0,1,1,1
322904,YEM-2016-1-14595-216,2016,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Mwatana,2019-03-01,“DAY OF JUDGMENT”""",Mwatana,3/1/2019,“DAY OF JUDGMENT”,Mwatana,3,Al Mīnā’ district,"Al-Mina District, Hudaydah Governorate",al-Ḩudaydah governorate,Al Mīnā’ district,14.827739,42.909882,POINT (42.909882 14.827739),150926,Yemen (North Yemen),678,Middle East,1,1,9/2/2016,9/2/2016,0,0,1,0,1,1,1
322908,YEM-2019-1-14595-123,2019,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Save the Children,2019-04-25,YEMEN HOSPITAL BOMBING: NUMBER OF CHILDREN KILLED RISES TO FIVE""",Save the Children,4/25/2019,YEMEN HOSPITAL BOMBING: NUMBER OF CHILDREN KILLED RISES TO FIVE,Save the CHildren,1,Kitāf town,,Şa‘dah governorate,Kitāf wa al Boqe'e  district,17.031654,44.109049,POINT (44.109049 17.031654),154529,Yemen (North Yemen),678,Middle East,1,1,4/24/2019,4/24/2019,0,0,7,1,8,8,8
328046,YEM-2020-1-14595-0,2020,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,3,"""Reuters News,2020-01-19,UPDATE 4-Sixty killed in Houthi attack on camp in Yemen's Marib"";""Agence France Presse,2020-01-19,Yemen pounded by war for more than five years"";""Agence France Presse,2020-01-20,Saudi Arabia slams 'Huthi terrorist' attack in Yemen""",Reuters News;Agence France Presse;Agence France Presse,2020-01-19;2020-01-19;2020-01-20,UPDATE 4-Sixty killed in Houthi attack on camp in Yemen's Marib;Yemen pounded by war for more than five years;Saudi Arabia slams 'Huthi terrorist' attack in Yemen,Saudi state television,1,Marib town,,Marib governorate,Madīnat Marib district,15.460977,45.325301,POINT (45.325301 15.460977),151651,Yemen (North Yemen),678,Middle East,1,1,1/18/2020,1/18/2020,0,116,0,0,116,116,116
328050,YEM-2020-1-14595-1,2020,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2020-01-19,Yemen pounded by war for more than five years""",Agence France Presse,1/19/2020,Yemen pounded by war for more than five years,AFP,1,Sadrin camp,Sadrin camp in al-Dhali,aḑ-Ḑāli‘ governorate,Qa‘ţabah district,13.913889,44.739444,POINT (44.739444 13.913889),149490,Yemen (North Yemen),678,Middle East,1,1,1/7/2020,1/7/2020,0,11,0,0,11,11,11
329925,YEM-2020-1-14595-2,2020,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Critical Threats,2020-01-22,Gulf of Aden Security Review""",Critical Threats,1/22/2020,Gulf of Aden Security Review,Critical Threats,3,Nihm district,,Şan‘ā’ governorate,Nihm district,15.742412,44.574582,POINT (44.574582 15.742412),152370,Yemen (North Yemen),678,Middle East,1,1,1/21/2020,1/21/2020,0,0,0,35,35,35,35
329927,YEM-2020-1-14595-4,2020,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Critical Threats,2020-01-30,Gulf of Aden Security Review""",Critical Threats,1/30/2020,Gulf of Aden Security Review,Middle East Monitor,1,Al Jafrah village,al Jafra in Ma’rib governorate,Marib governorate,Ḩarīb al Qarāmish district,15.498777,44.679076,POINT (44.679076 15.498777),151650,Yemen (North Yemen),678,Middle East,1,1,1/28/2020,1/28/2020,0,9,0,0,9,9,9
329934,YEM-2020-2-15915-0,2020,TRUE,Clear,2,15915,14623,Forces of Hadi - STC,15915,15915,Forces of Hadi - STC,6254,6254,Forces of Hadi,7344,7344,STC,1,"""BBC Monitoring Middle East,2020-01-01,Deadly clashes in southern Yemen 'leave four soldiers dead'""",BBC Monitoring Middle East,1/1/2020,Deadly clashes in southern Yemen 'leave four soldiers dead',Aden al-Ghad news website quoted an informed source,1,Al Maḩfid town,,Abyan governorate,Al Maḩfid district,14.058469,46.913285,POINT (46.913285 14.058469),150214,Yemen (North Yemen),678,Middle East,1,1,1/1/2020,1/1/2020,4,1,0,0,5,5,5
329937,YEM-2020-2-15915-1,2020,TRUE,Clear,2,15915,14623,Forces of Hadi - STC,15915,15915,Forces of Hadi - STC,6254,6254,Forces of Hadi,7344,7344,STC,1,"""BBC Monitoring Middle East,2020-01-01,Tensions between Yemen separatists, army spark deadly clashes""",BBC Monitoring Middle East,1/1/2020,"Tensions between Yemen separatists, army spark deadly clashes",Al-Masdar Online news website quoted a security source,3,Ḩabbān district,,Shabwah governorate,Ḩabbān district,14.290268,47.136125,POINT (47.136125 14.290268),150215,Yemen (North Yemen),678,Middle East,1,1,1/1/2020,1/1/2020,1,0,0,0,1,1,1
329938,YEM-2020-1-14595-5,2020,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""BBC Monitoring Middle East,2020-01-03,Coalition air strikes 'kill three civilians' in northern Yemen""",BBC Monitoring Middle East,1/3/2020,Coalition air strikes 'kill three civilians' in northern Yemen,Houthi Al-Masirah TV,1,Markaz Banī Mu‘ādh aş Şiḩḩīy village,Bani Moadh in the province of Saada,Şa‘dah governorate,Saḩār district,16.93085,43.683433,POINT (43.683433 16.93085),153808,Yemen (North Yemen),678,Middle East,1,1,1/3/2020,1/3/2020,0,0,3,0,3,3,3
329940,IRN-2020-1-15633-52,2020,TRUE,Clear,1,14609,14609,Iran - Israel,15633,15633,Government of Iran - Government of Israel,114,114,Government of Iran,121,121,Government of Israel,4,"""Terrorism Monitor,2020-01-28,Briefs Publication: Terrorism Monitor Volume: 18 Issue: 2"";""BBC Monitoring Middle East,2020-01-10,Iran Twitter users say Guards Corps member killed in Yemen"";""Reuters News,2020-01-10,U.S. targeted Iranian official in Yemen in failed strike: sources"";""Airwars,2020-01-05,USYEMTr216""",Terrorism Monitor;BBC Monitoring Middle East;Reuters News;Airwars,2020-01-28;2020-01-10;2020-01-10;2020-01-05,Briefs Publication: Terrorism Monitor Volume: 18 Issue: 2;Iran Twitter users say Guards Corps member killed in Yemen;U.S. targeted Iranian official in Yemen in failed strike: sources;USYEMTr216,"A freelance journalist, FARS, Washington post, AirWars",1,Şan‘ā’ city,"Al Jarf/Hadda, Sana'a",Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,1/3/2020,1/3/2020,1,0,0,0,1,1,1
329945,YEM-2020-1-14595-7,2020,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""BBC Monitoring Middle East,2020-01-11,Cluster bomb blast in Yemen rebel stronghold 'kills child'""",BBC Monitoring Middle East,1/11/2020,Cluster bomb blast in Yemen rebel stronghold 'kills child',The Houthi Al-Masirah TV,3,Kitāf wa al Boqe'e  district,,Şa‘dah governorate,Kitāf wa al Boqe'e  district,17.237886,44.396212,POINT (44.396212 17.237886),154529,Yemen (North Yemen),678,Middle East,1,1,1/11/2020,1/11/2020,0,0,1,0,1,1,1
330061,YEM-2020-1-14595-8,2020,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Associated Press Newswires,2020-01-21,Saudi-led coalition resumes airstrikes near Yemeni capital""",Associated Press Newswires,1/21/2020,Saudi-led coalition resumes airstrikes near Yemeni capital,Yemeni military officials,4,Marib governorate,,Marib governorate,,15.416667,45.35,POINT (45.35 15.416667),151651,Yemen (North Yemen),678,Middle East,1,1,1/21/2020,1/21/2020,3,0,0,0,3,3,3
330065,YEM-2020-1-14595-9,2020,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""BBC Monitoring Middle East,2020-01-21,Seven Yemen army soldiers wounded in Marib strike""",BBC Monitoring Middle East,1/21/2020,Seven Yemen army soldiers wounded in Marib strike,Yemeni military source,3,Nihm district,,Şan‘ā’ governorate,Nihm district,15.742412,44.574582,POINT (44.574582 15.742412),152370,Yemen (North Yemen),678,Middle East,1,1,1/20/2020,1/20/2020,13,0,0,0,13,13,13
330067,YEM-2020-1-14595-10,2020,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""BBC Monitoring Middle East,2020-01-22,Houthi missile reportedly kills civilians in Yemen's Marib""",BBC Monitoring Middle East,1/22/2020,Houthi missile reportedly kills civilians in Yemen's Marib,a military source told the privately owned Al- Masdar,1,Marib town,,Marib governorate,Madīnat Marib district,15.460977,45.325301,POINT (45.325301 15.460977),151651,Yemen (North Yemen),678,Middle East,1,1,1/22/2020,1/22/2020,0,0,3,0,3,3,3
330069,YEM-2020-1-14595-11,2020,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Associated Press Newswires,2020-01-22,15 killed as fighting intensifies near Yemen’s capital""",Associated Press Newswires,1/22/2020,15 killed as fighting intensifies near Yemen’s capital,officials and tribal leaders,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,1/22/2020,1/22/2020,0,0,0,12,12,12,12
330082,YEM-2020-1-14595-12,2020,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2020-01-23,Missile attack on Yemen MP home kills two including child""",Agence France Presse,1/23/2020,Missile attack on Yemen MP home kills two including child,"Army spokesman, media, medical sources",4,Marib governorate,,Marib governorate,,15.416667,45.35,POINT (45.35 15.416667),151651,Yemen (North Yemen),678,Middle East,2,3,1/17/2020,1/23/2020,69,0,0,0,69,69,69
330087,YEM-2020-1-14595-13,2020,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""BBC Monitoring Middle East,2020-01-27,Two die, 10 hurt in Houthi attack on Yemen market, website says"";""Al Jazeera English,2020-01-28,UN envoy calls for de-escalation as Yemen fighting surges""",BBC Monitoring Middle East;Al Jazeera English,2020-01-27;2020-01-28,"Two die, 10 hurt in Houthi attack on Yemen market, website says;UN envoy calls for de-escalation as Yemen fighting surges",Al-Masdar Online quoted local sources,2,Aḑ Ḑabāb village,"Al-Maqhaya market in the al-Dabab area, west of the city of Taiz",Ta'izz governorate,Şabir al Mawādim district,13.527991,43.949479,POINT (43.949479 13.527991),149488,Yemen (North Yemen),678,Middle East,1,1,1/27/2020,1/27/2020,0,0,3,0,3,3,3
330091,YEM-2020-1-14595-14,2020,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""BBC Monitoring Middle East,2020-01-27,Two die, 10 hurt in Houthi attack on Yemen market, website says""",BBC Monitoring Middle East,1/27/2020,"Two die, 10 hurt in Houthi attack on Yemen market, website says",Al-Masdar Online,2,Aḑ Ḑabāb village,"Al-Dabab and the ""Krivat"" front, west of Taiz town",Ta'izz governorate,Şabir al Mawādim district,13.527991,43.949479,POINT (43.949479 13.527991),149488,Yemen (North Yemen),678,Middle East,1,1,1/26/2020,1/26/2020,0,0,0,2,2,2,2
330095,YEM-2020-1-14595-15,2020,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Al Jazeera English,2020-01-28,UN envoy calls for de-escalation as Yemen fighting surges""",Al Jazeera English,1/28/2020,UN envoy calls for de-escalation as Yemen fighting surges,Al Jazeera English,4,al-Bayḑā’ governorate,,al-Bayḑā’ governorate,,14.34166,45.39442,POINT (45.39442 14.34166),150211,Yemen (North Yemen),678,Middle East,1,1,1/27/2020,1/27/2020,0,0,0,13,13,13,13
330098,YEM-2020-1-14595-16,2020,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2020-01-29,Yemen rebels claim attacks on Saudi oil facilities""",Agence France Presse,1/29/2020,Yemen rebels claim attacks on Saudi oil facilities,Pro-government sources,3,Şirwāḩ district," route that connects Sanaa to the provinces of Marib to the east and Jawf to the north.
",Marib governorate,Şirwāḩ district,15.451035,45.011549,POINT (45.011549 15.451035),151651,Yemen (North Yemen),678,Middle East,2,2,1/27/2020,1/29/2020,0,0,0,1,1,1,1
